From Node,To Node,Road Name,Baseline Flow,Capacity,V/C Ratio
mandurriao - 1,jaro - 17,Old Iloilo-Capiz Rd - Old Lopez Jaena St (Rev),319.44,4400,0.073
mandurriao - 1,jaro - 7,El 98 St (Rev),1064.75,2200,0.484
mandurriao - 2,mandurriao - 1,Mandurriao - Jaro Rd (Rev),1055.49,2200,0.48
mandurriao - 2,mandurriao - 3,Mandurriao - Jaro Rd - Mandurriao - Sn Miguel Rd,1867.62,2200,0.849
mandurriao - 3,mandurriao - 12,Mandurriao - Sn Miguel Rd,1327.52,2200,0.603
mandurriao - 3,mandurriao - 4,Mandurriao - Sn Miguel Rd - R Mapa St,1867.62,4400,0.424
mandurriao - 4,mandurriao - 5,Pakiad Rd,331.88,2200,0.151
mandurriao - 4,mandurriao - 2,R Mapa St - Mandurriao - Jaro Rd,1979.79,2200,0.9
mandurriao - 4,mandurriao - 6,R Mapa St,714.35,2200,0.325
mandurriao - 5,mandurriao - 4,Pakiad Rd (Rev),331.88,2200,0.151
mandurriao - 6,Molo - 3,New Carpenter Bridge (Rev),1585.31,1100,1.441
mandurriao - 6,mandurriao - 4,R Mapa St (Rev),826.52,2200,0.376
mandurriao - 6,mandurriao - 7,R Mapa St - Extension,785.27,1100,0.714
mandurriao - 7,mandurriao - 6,R Mapa St - Extension (Rev),785.27,1100,0.714
mandurriao - 8,villa - 2,Iloilo Circumferential Rd 1 (Rev),634.2,2200,0.288
mandurriao - 9,mandurriao - 12,Mandurriao-Sn Miguel Rd - Iloilo Circumferential Rd 1,331.88,2200,0.151
mandurriao - 10,mandurriao - 12,Iloilo Circumferential Rd 1 - Mandurriao-Sn Miguel Rd (1),331.88,2200,0.151
mandurriao - 11,mandurriao - 12,Iloilo Circumferential Rd 1 - Mandurriao-Sn Miguel Rd (2),331.88,2200,0.151
mandurriao - 12,mandurriao - 3,Mandurriao - Sn Miguel Rd (Rev),1327.52,2200,0.603
mandurriao - 12,mandurriao - 9,Mandurriao-Sn Miguel Rd - Iloilo Circumferential Rd 1 (Rev),331.88,2200,0.151
mandurriao - 12,mandurriao - 10,Iloilo Circumferential Rd 1 - Mandurriao-Sn Miguel Rd (1) (Rev),331.88,2200,0.151
mandurriao - 12,mandurriao - 11,Iloilo Circumferential Rd 1 - Mandurriao-Sn Miguel Rd (2) (Rev),331.88,2200,0.151
jaro - 1,jaro - 4,E Lopez St,657.63,2200,0.299
jaro - 1,lapaz - 3,Luna St (Rev),446.74,2200,0.203
jaro - 2,jaro - 5,Commission Civil St,371.47,1100,0.338
jaro - 2,lapaz - 7,Burgos St (Rev),516.27,1100,0.469
jaro - 3,jaro - 25,Jereos St,125.92,1100,0.114
jaro - 3,lapaz - 6,Jereos St (Rev),271.52,1100,0.247
jaro - 4,jaro - 1,E Lopez St (Rev),475.2,2200,0.216
jaro - 4,jaro - 5,E Lopez St - Plaza Rizal St - Commission Civil St,1911.58,4400,0.434
jaro - 5,jaro - 2,Commission Civil St (Rev),546.75,1100,0.497
jaro - 5,jaro - 6,Commission Civil St - Plaza Rizal St - Iloilo-Capiz Rd,1736.3,4400,0.395
jaro - 6,jaro - 9,Plaza Rizal St - Balabago Rd,1448.97,1100,1.317
jaro - 6,jaro - 7,Iloilo-Capiz Rd - Plaza Rizal St - El 98 St,1822.55,5500,0.331
jaro - 7,jaro - 4,El 98 St - Plaza Rizal St - E Lopez St,1729.15,4400,0.393
jaro - 7,mandurriao - 1,El 98 St,1158.15,2200,0.526
jaro - 8,jaro - 6,Lopez Jaena St - Plaza Rizal St,1535.22,3300,0.465
jaro - 8,jaro - 18,Lopez Jaena St - Old Lopez Jaena St,184.24,1100,0.167
jaro - 9,jaro - 14,Iloilo Capiz Rd - Balabago Rd (Rev),2054.55,2200,0.934
jaro - 9,jaro - 10,Balabago Rd,840.46,2200,0.382
jaro - 9,jaro - 8,Iloilo-Capiz Rd - Lopez Jaena St,1509.3,2200,0.686
jaro - 10,jaro - 12,Buhang Flyover - Balabago Rd (Rev),1223.51,2200,0.556
jaro - 10,jaro - 11,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1 - Monfort Blvd,1777.91,1100,1.616
jaro - 10,jaro - 9,Balabago Rd (Rev),902.86,2200,0.41
jaro - 11,jaro - 20,Monfort Blvd - Leganes,384.27,2200,0.175
jaro - 11,jaro - 19,Lapaz - Monfort Blvd (Rev),1143.93,2200,0.52
jaro - 11,jaro - 10,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1 - Monfort Blvd (Rev),1838.25,1100,1.671
jaro - 12,jaro - 14,Iloilo-Capiz Rd - Buhang Flyover (Rev),788.43,1100,0.717
jaro - 12,jaro - 10,Buhang Flyover - Balabago Rd,1225.57,2200,0.557
jaro - 12,jaro - 13,Buhang Flyover,737.11,1100,0.67
jaro - 13,jaro - 15,Iloilo Radial By-Pass Rd 4 - Buhang Flyover (Rev),1585.54,2200,0.721
jaro - 13,jaro - 14,Buhang Flyover - Iloilo-Capiz Rd,1448.94,1100,1.317
jaro - 13,jaro - 12,Buhang Flyover (Rev),737.24,1100,0.67
jaro - 14,jaro - 13,Buhang Flyover - Iloilo-Capiz Rd (Rev),1449.07,1100,1.317
jaro - 14,jaro - 12,Iloilo-Capiz Rd - Buhang Flyover,790.36,1100,0.719
jaro - 14,jaro - 21,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,384.27,2200,0.175
jaro - 14,jaro - 9,Iloilo Capiz Rd - Balabago Rd,2052.48,2200,0.933
jaro - 15,jaro - 22,Iloilo Circumferential - Iloilo Radial By-Pass Rd 4,384.27,2200,0.175
jaro - 15,jaro - 13,Iloilo Radial By-Pass Rd 4 - Buhang Flyover,1585.54,2200,0.721
jaro - 15,jaro - 23,Iloilo Radial By-Pass Rd 4,699.37,2200,0.318
jaro - 16,jaro - 17,Old Iloilo-Capiz Rd - Old Lopez Jaena St (Rev),251.84,4400,0.057
jaro - 16,jaro - 24,Old Iloilo-Capiz Rd - Pavia,125.92,4400,0.029
jaro - 17,mandurriao - 1,Old Iloilo-Capiz Rd - Old Lopez Jaena St,293.53,4400,0.067
jaro - 17,jaro - 16,Old Iloilo-Capiz Rd - Old Lopez Jaena St,251.84,4400,0.057
jaro - 17,jaro - 18,Old Lopez Jaena St - Old Iloilo-Capiz Rd (Rev),218.04,2200,0.099
jaro - 18,jaro - 8,Lopez Jaena St - Old Lopez Jaena St (Rev),210.15,1100,0.191
jaro - 18,jaro - 17,Old Lopez Jaena St - Old Iloilo-Capiz Rd,192.13,2200,0.087
jaro - 18,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,0.0,2200,0.0
jaro - 19,jaro - 11,Lapaz - Monfort Blvd,1204.26,2200,0.547
jaro - 19,lapaz - 9,Monfort Blvd (Rev),1352.26,2200,0.615
jaro - 20,jaro - 11,Monfort Blvd - Leganes (Rev),384.27,2200,0.175
jaro - 21,jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1 (Rev),384.27,2200,0.175
jaro - 22,jaro - 15,Iloilo Circumferential - Iloilo Radial By-Pass Rd 4 (Rev),384.27,2200,0.175
jaro - 23,jaro - 15,Iloilo Radial By-Pass Rd 4 (Rev),699.37,2200,0.318
jaro - 24,jaro - 16,Old Iloilo-Capiz Rd - Pavia (Rev),125.92,4400,0.029
jaro - 25,jaro - 3,Jereos St (Rev),125.92,1100,0.114
lapaz - 1,lapaz - 3,Luna St - Huervana St (Rev),446.16,2200,0.203
lapaz - 1,lapaz - 10,Luna St - Esplanade 5,1677.25,2200,0.762
lapaz - 1,lapaz - 2,Huervana St - Rizal St,1792.16,4400,0.407
lapaz - 2,lapaz - 3,Rizal St - Luna St,1487.64,4400,0.338
lapaz - 2,lapaz - 4,Huervana St - Burgos St,2007.0,2200,0.912
lapaz - 2,lapuz - 2,Rizal St - Huervana St,891.69,2200,0.405
lapaz - 3,jaro - 1,Luna St,629.16,2200,0.286
lapaz - 3,lapaz - 1,Luna St - Huervana St,1751.38,2200,0.796
lapaz - 4,lapaz - 2,Huervana St - Burgos St (Rev),2120.54,2200,0.964
lapaz - 4,lapaz - 5,Huervana St - Jereos St,2156.58,4400,0.49
lapaz - 4,lapuz - 1,Divinagracia St,298.23,1100,0.271
lapaz - 5,lapaz - 6,Jereos St - Huervana Ext,2094.85,4400,0.476
lapaz - 5,lapaz - 8,Lopez Jaena St,1551.38,2200,0.705
lapaz - 6,lapaz - 7,Huervana Ext,2094.85,3300,0.635
lapaz - 6,jaro - 3,Jereos St,271.52,1100,0.247
lapaz - 7,lapaz - 4,Burgos St - Huervana St,2270.13,4400,0.516
lapaz - 7,jaro - 2,Burgos St,340.99,1100,0.31
lapaz - 8,lapaz - 5,Lopez Jaena St (Rev),1489.65,2200,0.677
lapaz - 8,lapaz - 9,Baldoza St,1435.64,2200,0.653
lapaz - 9,lapaz - 8,Baldoza St (Rev),1373.91,2200,0.625
lapaz - 9,lapuz - 7,Coastal Rd,128.33,2200,0.058
lapaz - 9,jaro - 19,Monfort Blvd,1412.59,2200,0.642
lapaz - 10,Proper - 7,Bonifacio Drive (Rev),1750.2,2200,0.796
lapaz - 10,lapaz - 1,Luna St - Esplanade 5 (Rev),2164.19,2200,0.984
lapuz - 1,lapaz - 4,Divinagracia St (Rev),298.23,1100,0.271
lapuz - 1,lapuz - 3,Railroad St,149.12,1100,0.136
lapuz - 2,Proper - 9,Quirino - Lopez Bridge (Rev),1707.43,2200,0.776
lapuz - 2,lapaz - 2,Rizal St - Huervana St (Rev),473.62,2200,0.215
lapuz - 2,lapuz - 4,Rizal St - Ferry Terminal Access Rd,877.97,2200,0.399
lapuz - 3,lapuz - 1,Railroad St (Rev),149.12,1100,0.136
lapuz - 4,lapuz - 2,Rizal St - Ferry Terminal Access Rd (Rev),879.36,2200,0.4
lapuz - 4,lapuz - 5,New Iloilo Ferry Terminal Access Rd,149.12,3300,0.045
lapuz - 4,lapuz - 6,Rizal St - Iloilo Airport Direct Rd,646.49,2200,0.294
lapuz - 5,lapuz - 4,New Iloilo Ferry Terminal Access Rd (Rev),149.12,3300,0.045
lapuz - 6,lapuz - 4,Rizal St - Iloilo Airport Direct Rd (Rev),647.89,2200,0.294
lapuz - 6,lapuz - 7,Lapuz Mansaya Loboc Rd,283.07,2200,0.129
lapuz - 6,lapuz - 8,Iloilo Airport Direct Rd,238.33,1100,0.217
lapuz - 7,lapaz - 9,Coastal Rd (Rev),126.94,2200,0.058
lapuz - 7,lapuz - 6,Lapuz Mansaya Loboc Rd (Rev),284.46,2200,0.129
lapuz - 8,lapuz - 6,Iloilo Airport Direct Rd (Rev),238.33,1100,0.217
